lambda_um,T_N2O
9.029999999999893,0.9999999975324837
9.049999999999892,0.9999999991442075
9.069999999999892,0.9999999997407152
9.089999999999892,0.9999999999083757
9.109999999999891,0.999999999965163
9.12999999999989,0.9999999999801149
9.14999999999989,0.9999999999870057
9.16999999999989,0.9999999999877844
9.18999999999989,0.9999999999141236
9.209999999999889,0.99999999938387
9.229999999999889,0.9999999988476601
9.249999999999888,0.9999999979225593
9.269999999999888,0.9999999970989605
9.289999999999887,0.9999999959785484
9.309999999999887,0.9999999945668518
9.329999999999886,0.9999999941434087
9.349999999999886,0.9999999928420824
9.369999999999886,0.999999993585801
9.389999999999885,0.9999999939365947
9.409999999999885,0.9999999946586776
9.429999999999884,0.9999999958322138
9.449999999999884,0.9999999973857447
9.469999999999883,0.9999999988460233
9.489999999999883,0.9999999984448068
9.509999999999883,0.9999999977827653
9.529999999999882,0.9999999972977969
9.549999999999882,0.9999999969382102
9.569999999999881,0.9999999952841255
9.58999999999988,0.9999999959742673
9.60999999999988,0.9999999957751361
9.62999999999988,0.9999999957678521
9.64999999999988,0.9999999958218677
9.66999999999988,0.9999999959557001
9.689999999999879,0.9999999965273891
9.709999999999878,0.9999999970996517
9.729999999999878,0.9999999976075648
9.749999999999877,0.9999999980603415
9.769999999999877,0.9999999982132769
9.789999999999877,0.99999999846298
9.809999999999876,0.9999999987443983
9.829999999999876,0.9999999989960978
9.849999999999875,0.9999999994000967
9.869999999999875,0.999999999693396
9.889999999999874,0.999999999640603
9.909999999999874,0.999999999731516
9.929999999999874,0.9999999998669117
9.949999999999873,0.9999999998435225
9.969999999999873,0.999999999932653
9.989999999999872,0.9999999999964487
